"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"5138",6643,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","23",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5139",6644,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","40",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5140",6645,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","62",1,"63",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5141",6646,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","70",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5142",6647,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","37",1,"38",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5143",6648,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","29",1,"30",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5144",6649,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","86",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5145",6650,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","59",0,"20",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5146",6651,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","A1","biggestnumber","none",NA,"150",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5147",6652,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","B1","isbiggest","no",NA,"No [bigger number?] 190, [bigger number?] 100 and 100, [bigger number?] 119, [bigger number?] 113",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5148",6653,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","B2","endorforever","forever",NA,"IDK",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5149",6654,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","B2","why","justification",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5150",6655,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C1","canweaddtobignumber","yes",NA,"Yes",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5151",6656,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C1","why","justification",NA,"idk but if you add number thens number together",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5152",6657,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C2","canweadd1tox","yes",NA,"no",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5153",6658,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C2","why","justification",NA,"100 and 100 is the biggest number. B.c it's adding tow big number together and it make a huge number",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5154",6659,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C3","cankeepadding1","yes",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5155",6660,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C3","why","justification",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5156",6661,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","C3","whatwouldhappen","justification",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5157",6662,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","D1","canyoucounttens","yes",NA,"Yes",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5158",6663,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","D2","countingbytens","yes",NA,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5159",6664,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","D3","tenmorethanten","twenty",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5160",6665,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","D4","tentwenty","30,40,50..",NA,NA,0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5161",6666,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","spontaneous","raw",NA,"1--49",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5162",6667,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","spontaneous","noerror",NA,"49",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5163",6668,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","spontaneous","consecutive",NA,"49",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5164",6669,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","supported","raw",NA,"[50] -59, [60]-69, [70] - 79, [80]-89, [90]-99, [100]",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5165",6670,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","supported","noerror",NA,"99",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5166",6671,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","spontaneous","IHC",NA,"49",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5167",6672,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","spontaneous","decchangeerror",NA,"49",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5168",6673,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","productivity","classification",NA,"prod",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5169",6674,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","HC","supported","times",NA,"5",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5170",6675,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5171",6676,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","practice","5",1,"6",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5172",6677,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","23",0,"IDK",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5173",6678,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","40",0,"IDK",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5174",6679,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","62",1,"63",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5175",6680,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","70",0,"78",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5176",6681,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","37",0,"IDK",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
"5177",6682,NA,"f","english",NA,NA,"museum","KG","KG","y",5.53,"5.5-6y","y","1","WCN","immediate","29",0,"IDK",0,0,"A Non-knower","infinity-156","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",66,0,0,"75","None or partial","No knowledge"
